,base,pair,hashed_conver,hashed_ip,country,diff_pre_ar,diff_pre_es,delta,accumulated_ar,accumulated_es,token_count_ar,token_count_es,prefixes,full_sentence_debug,model,timestamp,binary_delta,token_count_diff,corpus_count_ar,corpus_count_es,corpus_count,model_id,q_param,created_at,it
2802,,"('conocés', 'conoces')",c8b710ab045b600fc0d6a438f173d5de,039f81b5d4b33e3f4b03db38570ad93f32a22b5cbbb2d0c1274f3044c6f6be09,Spain,-2.75,-3.875,1.125,"(-23.875, -21.125)","(-24.5, -20.625)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: conoces,google/gemma-3-1b-pt,2026-06-03T21:22:03.284543,True,0,0,15,15,google/gemma-3-1b-pt,1.0,202503,False
2803,Que me,"('podes', 'puedes')",fc2acd934aad127759608bfc50d1f0c2,e3cbaab96d6de95ece68222aafd93e7ab1b446e26376c64dd1fccac9c6e7e466,Spain,0.15625,-1.34375,1.5,"(-4.1875, -4.34375)","(-5.75, -4.40625)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Que me puedes,google/gemma-3-1b-pt,2026-06-03T21:22:04.041784,True,1,5,281,286,google/gemma-3-1b-pt,1.0,202503,False
2804,que version gpt,"('sos', 'eres')",98e663468c45782a1d50ad30b4e822eb,4a30a31cf6b21f093b408728a205ad0a6a56d8d73c770df03a5343b7c131f7f5,Spain,-3.25,-3.5,0.25,"(-12.5, -9.25)","(-12.875, -9.375)",1,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: que version gpt eres,google/gemma-3-1b-pt,2026-06-03T21:22:04.580196,True,0,4,163,167,google/gemma-3-1b-pt,1.0,202503,False
2805,Soy vigilante de seguridad.,"('Escribime', 'Escríbeme')",45f526ce6a041267ad223a2ef5766c91,bd581a6da16fd53fd96f2fafbeab3f53f443c5e307b48fad8774b8f6781e29db,Spain,-3.75,-4.0625,0.3125,"(-14.75, -11.0)","(-14.8125, -10.75)",3,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Soy vigilante de seguridad. Escríbeme,google/gemma-3-1b-pt,2026-06-03T21:22:06.326055,True,-1,0,41,41,google/gemma-3-1b-pt,1.0,202503,False
2806,,"('traduci', 'traduce')",893f81f4497b3f967c97e515502c3fb2,1d697c8c2c6e9456f702485e59a8a2d58e40483ecbc1387ae3769b58de05c850,Spain,-3.6875,-3.5,-0.1875,"(-18.25, -14.5625)","(-18.25, -14.75)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: traduce,google/gemma-3-1b-pt,2026-06-03T21:22:07.096014,False,1,0,26,26,google/gemma-3-1b-pt,1.0,202503,False
2807,,"('Diseñame', 'Diséñame')",8c675fc50a6122712ea866003eb01920,443350875af2df3c8ec85fad7ac33766e2600214384baa3dfdb2dcb0f8d48ce3,Spain,4.625,3.75,0.875,"(-19.0, -23.625)","(-19.75, -23.5)",3,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Diséñame,google/gemma-3-1b-pt,2026-06-03T21:22:08.851275,True,-1,3,4,7,google/gemma-3-1b-pt,1.0,202503,False
2808,mejorar redaccion:,"('Les', 'Os')",6e3b5c4220dd3d369987c686a994d1ea,9376f34d8665e78123f0e05c0a0e1b4e03cf82d26b5f9653e439b25b0079e2b1,Spain,3.0,2.4375,0.5625,"(-10.1875, -13.1875)","(-10.1875, -12.625)",1,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: mejorar redaccion: Os,google/gemma-3-1b-pt,2026-06-03T21:22:09.399579,True,0,136,22,158,google/gemma-3-1b-pt,1.0,202503,False
2809,"Dado un párrafo de texto en inglés, primero","('analizá', 'analiza')",5f85dbefa82a91531f963de1bbd77343,83d837aae665f4e1128782db8e7a508f0352b5659a9e9926bdf64fe329575936,Spain,-1.3125,-1.875,0.5625,"(-10.1875, -8.875)","(-10.875, -9.0)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<bos>User location: Spain\nUser language: es-ES\nUser message: Dado un párrafo de texto en inglés, primero analiza",google/gemma-3-1b-pt,2026-06-03T21:22:10.217133,True,1,0,32,32,google/gemma-3-1b-pt,1.0,202503,False
2810,"dame un dato historico curioso importante en un parrafo de 8 frases,","('escribilo', 'escribelo')",8a490117c97d00996108c3854dd15fe3,9e72aae2e9bb88b53cc2a7d893409f2a2c3817647c858b02bf56bd80c6d65eda,Spain,-2.3125,-2.125,-0.1875,"(-11.4375, -9.125)","(-11.625, -9.5)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<bos>User location: Spain\nUser language: es-ES\nUser message: dame un dato historico curioso importante en un parrafo de 8 frases, escribelo",google/gemma-3-1b-pt,2026-06-03T21:22:11.400071,False,0,0,4,4,google/gemma-3-1b-pt,1.0,202503,False
2811,,"('Actuá', 'Actúa')",8e89497abf08f7639c2ce04407986c3e,d919ff346049097423107333e9d130997c2c7317d10af6e0a76cadc806698a37,Spain,-4.625,-6.25,1.625,"(-21.125, -16.5)","(-22.5, -16.25)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Actúa,google/gemma-3-1b-pt,2026-06-03T21:22:12.884876,True,1,0,37,37,google/gemma-3-1b-pt,1.0,202503,False
2812,"hola,","('podés', 'puedes')",b4e2f048efba04851b207b1939477b3b,381487959bb6dc781ad844b30f4a2d0b3b1543a2062e92c8f8b61eb41db91ed4,Spain,-7.09375,-9.40625,2.3125,"(-14.1875, -7.09375)","(-16.5, -7.09375)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<bos>User location: Spain\nUser language: es-ES\nUser message: hola, puedes",google/gemma-3-1b-pt,2026-06-03T21:22:13.800373,True,1,0,281,281,google/gemma-3-1b-pt,1.0,202503,False
2813,Yo sé que,"('sos', 'eres')",bd081afebfecf990ee9fed07cfc94530,9a8c714189e84370e85fb21ba3000087815d4d3f602e5fd4ad79cc7ab0d3a097,Spain,-3.21875,-4.0,0.78125,"(-8.6875, -5.46875)","(-9.3125, -5.3125)",1,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Yo sé que eres,google/gemma-3-1b-pt,2026-06-03T21:22:14.425664,True,0,4,163,167,google/gemma-3-1b-pt,1.0,202503,False
2814,Hola,"('escribime', 'escríbeme')",05224b595d2a94afe009b7ebf0824523,7c265505c628e296f83f612e18edea6d40ac9500bfda2aecf6c18dc797226544,Spain,-5.75,-5.9375,0.1875,"(-19.75, -14.0)","(-20.25, -14.3125)",2,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Hola escríbeme,google/gemma-3-1b-pt,2026-06-03T21:22:16.146141,True,-2,0,41,41,google/gemma-3-1b-pt,1.0,202503,False
2815,Hola,"('decime', 'dime')",8abd7fdde1ecc2343061ab1c83ffe259,a3bfdc26f14f420954ac71db0ebff4fd419d05fd43c3de2a671190fd62f24440,Spain,-3.1875,-4.125,0.9375,"(-15.5625, -12.375)","(-16.875, -12.75)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Hola dime,google/gemma-3-1b-pt,2026-06-03T21:22:17.117991,True,1,0,83,83,google/gemma-3-1b-pt,1.0,202503,False
2816,,"('TRADUCI', 'TRADUCE')",f2700832b188dbe3ecd887fe2a040000,02cd49eede59744705e042f48b2bcc5addfa5e2a7475f27cb625c046ab31cfef,Spain,-2.75,-2.5,-0.25,"(-22.5, -19.75)","(-22.25, -19.75)",3,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: TRADUCE,google/gemma-3-1b-pt,2026-06-03T21:22:18.900093,False,0,0,26,26,google/gemma-3-1b-pt,1.0,202503,False
2817,,"('Describi', 'Describe')",b26a4737b2a6f5a642b2539d34a73377,f6913b7cf4f379b1a0c055f851a24fa32222eff7ba7998d2933020c7ebf8dbe7,Spain,-4.625,-5.3125,0.6875,"(-15.6875, -11.0625)","(-16.625, -11.3125)",3,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Describe,google/gemma-3-1b-pt,2026-06-03T21:22:19.950625,True,2,0,38,38,google/gemma-3-1b-pt,1.0,202503,False
2818,,"('creame', 'créame')",41c4c28e5ea6aa64a83e56d162c79f8d,f83a59f9894899d143c56e2dc4f7fc73aa2e257a336a326a37dc24fded4f2e08,Spain,2.3125,1.75,0.5625,"(-15.1875, -17.5)","(-16.5, -18.25)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: créame,google/gemma-3-1b-pt,2026-06-03T21:22:20.954169,True,0,17,7,24,google/gemma-3-1b-pt,1.0,202503,False
2819,,"('Mostrame', 'Muéstrame')",2ba6172447fa8f1c64b5c94670a07104,74e6cc19665567295f57b83be0f96b117f147e218ed3f178c93fb0a4a4fa401b,Spain,-9.25,-10.0625,0.8125,"(-25.25, -16.0)","(-26.0, -15.9375)",2,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Muéstrame,google/gemma-3-1b-pt,2026-06-03T21:22:22.507651,True,-2,0,7,7,google/gemma-3-1b-pt,1.0,202503,False
2820,,"('Considerá', 'Considera')",7f378d6d348803d1d9c6b1bb4b25c8a7,e2a310cf14bccade00c755119ecb681aa5f5f071b8eaf0ea272fcfc2099e083e,Argentina,-2.875,-2.75,-0.125,"(-17.125, -14.25)","(-17.0, -14.25)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Considera,google/gemma-3-1b-pt,2026-06-03T21:22:23.547901,False,0,0,35,35,google/gemma-3-1b-pt,1.0,202503,False
2821,,"('Ponete', 'Ponte')",3f5180f20601ebea2e60b143e16f0c57,503c3ec8c865f5651d7e24a9bb63280361deee2f76e3bec52a0b754f4a0faf47,Argentina,-5.9375,-5.875,-0.0625,"(-21.625, -15.6875)","(-21.5, -15.625)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Ponte,google/gemma-3-1b-pt,2026-06-03T21:22:25.116106,False,1,0,2,2,google/gemma-3-1b-pt,1.0,202503,False
2822,,"('Compone', 'Compon')",a0fb5ee9c7523ed3b997b0952b9b24db,cd9279129708ed5df559d9d034c59461cee8136412623503a5e390854631fb80,Argentina,-0.25,-0.625,0.375,"(-18.0, -17.75)","(-18.375, -17.75)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Compon,google/gemma-3-1b-pt,2026-06-03T21:22:26.154035,True,0,14,0,14,google/gemma-3-1b-pt,1.0,202503,False
2823,hola me,"('podes', 'puedes')",adb4f454cb0e100faa98de42064195fc,f2db7da512a9cb8dac87407858e2e193d3ce2c316b8bbcda0618e46bf24331a5,Argentina,-1.28125,-3.78125,2.5,"(-5.4375, -4.15625)","(-7.96875, -4.1875)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: hola me puedes,google/gemma-3-1b-pt,2026-06-03T21:22:26.949825,True,1,5,281,286,google/gemma-3-1b-pt,1.0,202503,False
2824,,"('actuá', 'actúa')",7522d06812810b6a2623ead8647c15f9,ec713e3fa8832a0368c84bce558c592fc028188abac89b20be1b711f9b6e871a,Argentina,-1.625,-2.375,0.75,"(-21.25, -19.625)","(-22.375, -20.0)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: actúa,google/gemma-3-1b-pt,2026-06-03T21:22:27.729219,True,1,0,37,37,google/gemma-3-1b-pt,1.0,202503,False
2825,En lista lo que,"('vos', 'tú')",c7ccc3e47cffe97eb28a62d7242a56ba,7178958e2e7b9cc22e754a780a9b1b3de3172fd5731fd15b59f33e1379e19873,Argentina,0.8125,-0.5,1.3125,"(-8.3125, -9.125)","(-9.3125, -8.8125)",1,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: En lista lo que tú,google/gemma-3-1b-pt,2026-06-03T21:22:28.279214,True,0,10,169,179,google/gemma-3-1b-pt,1.0,202503,False
2826,"Hola,","('explicame', 'explícame')",05cd045bdc4d3bb97b081ab2527772dd,197f5abc8b4e62414f8ab6aa481aadf733bb61d6fc570fa01ba4bdb0c9cabf6c,Argentina,-2.25,-2.375,0.125,"(-15.3125, -13.0625)","(-15.75, -13.375)",2,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<bos>User location: Spain\nUser language: es-ES\nUser message: Hola, explícame",google/gemma-3-1b-pt,2026-06-03T21:22:29.671762,True,-1,15,8,23,google/gemma-3-1b-pt,1.0,202503,False
2827,,"('ayudame', 'ayúdame')",00e1b9e7b66ec3a10fc4174d0d6d43d7,1c22d3040570730c5baafcf6c5c88b705a18049bf7543e5d18d167702fc8b639,Argentina,-0.9375,-1.875,0.9375,"(-14.875, -13.9375)","(-15.625, -13.75)",2,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: ayúdame,google/gemma-3-1b-pt,2026-06-03T21:22:30.993482,True,-1,28,11,39,google/gemma-3-1b-pt,1.0,202503,False
2828,me,"('podes', 'puedes')",b66836c75b37c17c34f59407a24635a1,6883a3a4b9d182147343d03362af6e0abc0c63897fa42f9ba89c825024014578,Argentina,-4.375,-6.875,2.5,"(-11.625, -7.25)","(-14.3125, -7.4375)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: me puedes,google/gemma-3-1b-pt,2026-06-03T21:22:31.831645,True,1,5,281,286,google/gemma-3-1b-pt,1.0,202503,False
2829,que version de GPT,"('sos', 'eres')",50e213099b7d5b44a7cb74ef3b9f225c,86279eceb0f0c32324ec5156dc65f083723f4de579a220c8c416a13145c1048d,Argentina,-2.9375,-3.125,0.1875,"(-14.875, -11.9375)","(-14.8125, -11.6875)",1,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: que version de GPT eres,google/gemma-3-1b-pt,2026-06-03T21:22:32.478664,True,0,4,163,167,google/gemma-3-1b-pt,1.0,202503,False
2830,"Remind me again, this makes how many times Sanji runs off to save Zoro?","('Traduci', 'Traduce')",15cc0201d0335b8d5531357fe942bf2a,0bee208d62c49ce98d975c984b2f25bb434cb26cc108ce67736d4b1ca86272c5,Argentina,-4.375,-4.75,0.375,"(-22.625, -18.25)","(-23.0, -18.25)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<bos>User location: Spain\nUser language: es-ES\nUser message: Remind me again, this makes how many times Sanji runs off to save Zoro? Traduce",google/gemma-3-1b-pt,2026-06-03T21:22:33.547719,True,0,0,26,26,google/gemma-3-1b-pt,1.0,202503,False
2831,"Estoy escribiendo una nota sobre la experiencia de cocineros o pasantes en cocinas con estrellas michelin y relacionandolo con. la sere “the bear”, por favor","('sugeri', 'sugiere')",bc9a36b82665e4f063c910a8fe3bd032,91f2b870744596afaf52b204ed7e9df4c63c6ee89863fcafe21785870ef22308,Argentina,-4.5625,-4.375,-0.1875,"(-14.5625, -10.0)","(-14.5, -10.125)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<bos>User location: Spain\nUser language: es-ES\nUser message: Estoy escribiendo una nota sobre la experiencia de cocineros o pasantes en cocinas con estrellas michelin y relacionandolo con. la sere “the bear”, por favor sugiere",google/gemma-3-1b-pt,2026-06-03T21:22:34.392600,False,1,1,26,27,google/gemma-3-1b-pt,1.0,202503,False
2832,chatgpt,"('haceme', 'hazme')",7d7bc625814e2141e7007f846738fc82,786967ed184d917c898a0a3ee6b8da4643edf4039eef12e7a41f512ba110d7d8,Argentina,-1.875,-3.0,1.125,"(-18.125, -16.25)","(-19.625, -16.625)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: chatgpt hazme,google/gemma-3-1b-pt,2026-06-03T21:22:35.584002,True,0,3,76,79,google/gemma-3-1b-pt,1.0,202503,False
2833,,"('escribime', 'escribeme')",5994de559130d222922d38b6e52d67d8,1a428bf5ff6ce1927d14ff92ebff264cc8c41469e16e2ea76d288ad666d6d4a1,Argentina,-3.625,-3.9375,0.3125,"(-17.5, -13.875)","(-18.5, -14.5625)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: escribeme,google/gemma-3-1b-pt,2026-06-03T21:22:36.836988,True,0,0,6,6,google/gemma-3-1b-pt,1.0,202503,False
2834,"estoy haciendo mi pagina de estudio juridico, pero no se si debo hablar en plular o singular ya que soy el unico, pero quizas genera algo hanlar en plural que","('decis', 'dices')",d30856bc7fab47ad4e174b7343754afb,356600cd45ea5e9dfe836490f7237d8319d6a6b4c2f479c6ba43d160496133a4,Argentina,-3.125,-3.1875,0.0625,"(-12.0625, -8.9375)","(-11.875, -8.6875)",1,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<bos>User location: Spain\nUser language: es-ES\nUser message: estoy haciendo mi pagina de estudio juridico, pero no se si debo hablar en plular o singular ya que soy el unico, pero quizas genera algo hanlar en plural que dices",google/gemma-3-1b-pt,2026-06-03T21:22:37.456924,True,0,0,8,8,google/gemma-3-1b-pt,1.0,202503,False
2835,hola,"('podes', 'puedes')",8c6c87a8e3dfc8948a85e9b916f2e50c,bf73b1f2945a3ef6bfd07f23837f22d06f4aec7c9b44d7f25923c464fac0e27a,Argentina,-5.3125,-6.5625,1.25,"(-14.5, -9.1875)","(-15.8125, -9.25)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: hola puedes,google/gemma-3-1b-pt,2026-06-03T21:22:38.244964,True,1,5,281,286,google/gemma-3-1b-pt,1.0,202503,False
2836,,"('Definime', 'Defíneme')",a3d9f7f1d145be7b99d4f0a7c283cce8,3900e63539e3938d758fe11e55b50bd2b2a00104c1d6897b490fb1697ccee439,Argentina,-1.5,0.0,-1.5,"(-25.125, -23.625)","(-25.5, -25.5)",2,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Defíneme,google/gemma-3-1b-pt,2026-06-03T21:22:39.509438,False,-1,0,1,1,google/gemma-3-1b-pt,1.0,202503,False
2837,Investigame y,"('escribime', 'escríbeme')",5ced825399028fc1a5c9b40509defaea,cfaa5383ba2137924af3626db9248b3e08ea1bbb1b48b5463a2ebda2e1ab046d,Argentina,-0.5,-0.1875,-0.3125,"(-9.0, -8.5)","(-8.875, -8.6875)",2,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Investigame y escríbeme,google/gemma-3-1b-pt,2026-06-03T21:22:41.041914,False,-2,0,41,41,google/gemma-3-1b-pt,1.0,202503,False
2838,vivo en,"('Buenos Aires', 'Madrid')",,,,2.296875,-6.046875,8.34375,"(-2.671875, -4.96875)","(-6.875, -0.828125)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: vivo en Madrid,google/gemma-3-270m-it,2026-06-03T21:23:18.859280,True,1,0,30,30,google/gemma-3-270m-it,0.27,202508,True
2839,,"('Creá', 'Crea')",34f1581760df304d539e2fe4653b40d3,58369722cd0bdf7fc027a67491ba65b74576df6994c36cfbc1978776e97fe587,Spain,-9.375,-10.8125,1.4375,"(-24.125, -14.75)","(-25.0, -14.1875)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Crea,google/gemma-3-270m-it,2026-06-03T21:23:19.421210,True,1,0,135,135,google/gemma-3-270m-it,0.27,202508,True
2840,que me,"('recomendas', 'recomiendas')",53950d951e788610a70f05ab12504288,846e43fb5fbb4b8cfbafa17083387aad62e58f5fb23482df28940d9f490f906c,Spain,-8.59375,-9.40625,0.8125,"(-15.5, -6.90625)","(-16.125, -6.71875)",2,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: que me recomiendas,google/gemma-3-270m-it,2026-06-03T21:23:20.329333,True,-1,0,9,9,google/gemma-3-270m-it,0.27,202508,True
2841,,"('Hace', 'Haz')",01ded38242bd146b98ed70b8de2d6afb,2e6fe4d0bb0b2fb9f3844cb8ea7a7fa6307390677a7ea7d6d4eff3487b0a9832,Spain,6.3125,6.4375,-0.125,"(-10.4375, -16.75)","(-10.3125, -16.75)",1,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Haz,google/gemma-3-270m-it,2026-06-03T21:23:20.679350,False,0,241,101,342,google/gemma-3-270m-it,0.27,202508,True
2842,,"('hablá', 'habla')",38b1ec0e1ce0401e5dcee57380ee41f5,dbd14a74ae97edfd9076bd33ff5a6921a0aca71a8511f08363df9a92318e27a1,Spain,-8.875,-10.25,1.375,"(-22.5, -13.625)","(-24.25, -14.0)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: habla,google/gemma-3-270m-it,2026-06-03T21:23:21.158105,True,1,0,33,33,google/gemma-3-270m-it,0.27,202508,True
2843,,"('Escribi', 'Escribe')",f51bcc44753e70364f4828e034eb325b,d218a5c58a2156a478c09d964439bf89d9655a933a93fc172e4e9670fa188a43,Spain,-8.25,-10.1875,1.9375,"(-18.125, -9.875)","(-19.5, -9.3125)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Escribe,google/gemma-3-270m-it,2026-06-03T21:23:21.951596,True,1,2,145,147,google/gemma-3-270m-it,0.27,202508,True
2844,,"('Escribí', 'Escribe')",1277cdb6834aa9edab01766089c24830,48f803df6bc43b0df2de4016a0c735db7efc9578892b71b30469fa38cb44e89f,Spain,-7.25,-8.1875,0.9375,"(-17.125, -9.875)","(-17.5, -9.3125)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Escribe,google/gemma-3-270m-it,2026-06-03T21:23:22.720561,True,1,1,145,146,google/gemma-3-270m-it,0.27,202508,True
2845,,"('Indicá', 'Indica')",2ce3e0146a5cb825914998fd9a912524,c4666f57c0e7f5372e23116e5a94074e90aeaf81aa17c1e01e5d960a913c4ebd,Spain,-18.9375,-20.75,1.8125,"(-32.0, -13.0625)","(-35.25, -14.5)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Indica,google/gemma-3-270m-it,2026-06-03T21:23:23.294797,True,1,0,54,54,google/gemma-3-270m-it,0.27,202508,True
2846,"En mi perfil de linkedin, tengo puesto 'Consultora y estudiante de PhD'. Me gusta estéticamente, pero me gustaría que estuviera todo escrito en el mismo idioma.","('Proponé', 'Propón')",618065c2318e7fe01ac4616d1fe56db0,4d8bcd2a3f5a3b8390134dad1587eab61e411a847a9ecd66fff06980a3b80459,Spain,-8.25,-8.625,0.375,"(-29.75, -21.5)","(-30.25, -21.625)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<bos>User location: Spain\nUser language: es-ES\nUser message: En mi perfil de linkedin, tengo puesto 'Consultora y estudiante de PhD'. Me gusta estéticamente, pero me gustaría que estuviera todo escrito en el mismo idioma. Propón",google/gemma-3-270m-it,2026-06-03T21:23:24.182110,True,1,0,2,2,google/gemma-3-270m-it,0.27,202508,True
2847,De ahora en adelante,"('sos', 'eres')",d83d32119c07c253088d127957ae39c6,b805ad11c5bb1ca319a0a3fc1a533813e38128db19539bddfb29f2f886dce25a,Spain,-5.8125,-6.125,0.3125,"(-17.5, -11.6875)","(-17.375, -11.25)",1,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: De ahora en adelante eres,google/gemma-3-270m-it,2026-06-03T21:23:24.584579,True,0,4,163,167,google/gemma-3-270m-it,0.27,202508,True
2848,,"('Haceme', 'Hazme')",4683b96381f00ccdf4b27801c70c5d27,4019c09e117824a5357b2be463b5e9b2cf941572d7659a271274f156d1fc1dd8,Spain,-5.5,-7.25,1.75,"(-26.0, -20.5)","(-27.75, -20.5)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Hazme,google/gemma-3-270m-it,2026-06-03T21:23:25.499722,True,1,3,76,79,google/gemma-3-270m-it,0.27,202508,True
2849,,"('Analizá', 'Analiza')",634b5ea9a24b85fcdfd395c22627116c,33c1c669f7388d1ed8b7acb5dc2474c55d0fe71b7a1b41bcc8aa01320ee9ceee,Spain,-12.6875,-12.375,-0.3125,"(-26.625, -13.9375)","(-26.625, -14.25)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: Analiza,google/gemma-3-270m-it,2026-06-03T21:23:26.594940,False,1,0,32,32,google/gemma-3-270m-it,0.27,202508,True
2850,,"('hablás', 'hablas')",3d37ce89003555197a4569c02f4abb9f,72c2da5d0d8d71eafba40f9972c7acd2ecee451483376387f8af16f653a0a7a9,Spain,-8.625,-6.625,-2.0,"(-27.0, -18.375)","(-26.125, -19.5)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<bos>User location: Spain\nUser language: es-ES\nUser message: hablas,google/gemma-3-270m-it,2026-06-03T21:23:27.479810,False,0,0,32,32,google/gemma-3-270m-it,0.27,202508,True
